Sample_Path,Cluster
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_301.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_116.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_313.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_490.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_610.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_236.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_126.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_338.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_708.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_552.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_841.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_584.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_46.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_108.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_94.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_894.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_925.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_76.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_321.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_545.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_509.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_423.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_185.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_87.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_349.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_961.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_233.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_582.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_191.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_981.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_46.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_577.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_358.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_791.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_701.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_633.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_537.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_207.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_21.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_557.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_583.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_755.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_859.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_64.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_426.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_799.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_460.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_383.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_879.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_68.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_896.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_319.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_395.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_915.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_970.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_652.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_636.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_960.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_540.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_655.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_645.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_328.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_800.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_112.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_4.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_348.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_526.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_48.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_496.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_329.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_445.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_546.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_506.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_202.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_754.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_821.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_383.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_689.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_440.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_966.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_737.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_297.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_662.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_261.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_319.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_958.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_818.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_897.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_221.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_763.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_126.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_214.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_830.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_633.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_161.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_929.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_475.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_247.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_570.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_613.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_622.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_779.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_440.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_378.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_346.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_906.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_605.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_330.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_653.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_660.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_324.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_750.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_43.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_367.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_99.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_536.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_279.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_426.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_296.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_266.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_392.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_454.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_816.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_566.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_108.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_897.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_62.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_301.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_937.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_531.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_965.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_957.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_129.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_582.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_326.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_959.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_661.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_787.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_149.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_117.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_611.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_283.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_333.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_280.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_950.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_705.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_589.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_575.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_762.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_208.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_588.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_497.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_31.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_220.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_133.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_540.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_325.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_508.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_254.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_880.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_521.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_838.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_33.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_175.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_734.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_741.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_583.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_524.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_300.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_384.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_971.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_733.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_434.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_428.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_206.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_89.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_150.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_689.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_398.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_41.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_665.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_595.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_439.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_900.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_176.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_358.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_291.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_548.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_755.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_987.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_877.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_489.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_531.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_831.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_411.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_956.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_554.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_666.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_433.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_323.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_448.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_275.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_639.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_156.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_57.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_345.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_225.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_595.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_897.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_258.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_81.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_536.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_320.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_764.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_713.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_280.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_658.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_726.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_974.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_360.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_998.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_927.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_945.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_925.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_567.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_212.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_938.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_357.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_986.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_88.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_584.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_494.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_43.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_108.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_49.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_794.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_311.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_27.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_911.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_838.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_576.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_851.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_532.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_848.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_155.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_885.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_45.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_539.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_803.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_140.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_579.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_623.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_120.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_162.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_62.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_791.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_671.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_609.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_895.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_551.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_635.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_349.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_282.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_136.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_144.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_915.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_111.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_478.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_144.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_531.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_420.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_69.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_608.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_398.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_873.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_735.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_60.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_61.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_618.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_148.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_100.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_547.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_316.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_828.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_990.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_220.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_977.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_502.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_318.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_209.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_978.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_616.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_881.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_30.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_28.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_272.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_531.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_968.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_241.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_600.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_147.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_828.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_197.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_394.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_479.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_734.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_834.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_463.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_748.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_394.png,9
